location,price,m2,price/m2,Rooms,floor,build,EUR price/m2
Добруджански,110000.0,90.0,(1222 EUR/m2),3,4, Тухла,1222.0
Добруджански,110000.0,87.0,(1264 EUR/m2),3,4, Тухла,1264.0
Добруджански,110000.0,84.0,(1310 EUR/m2),3,4, Тухла,1310.0
Добруджански,120000.0,90.0,(1333 EUR/m2),3,1," Тухла, 2019 г.",1333.0
Еверест,43545.0,98.0,(867 лв./m2),3,7," Панел, 1983 г.",444.0
Еверест,47131.0,95.0,(968 лв./m2),3,5," Панел, 1990 г.",496.0
Куршун чешма,66598.0,66.0,(1970 лв./m2),3,2," Тухла, 1990 г.",1009.0
Куршун чешма,74283.0,100.0,(1450 лв./m2),3,4, Тухла,743.0
Математическа гимназия,52766.0,76.0,(1355 лв./m2),3,3," Панел, 1985 г.",694.0
Математическа гимназия,61475.0,80.0,(1500 лв./m2),3,4, ДА,768.0
Математическа гимназия,76844.0,85.0,(1765 лв./m2),3,4, ДА,904.0
Математическа гимназия,112705.0,130.0,(1692 лв./m2),3,3, НЕ,867.0
Пазара,63500.0,70.0,(907 EUR/m2),3,1," Тухла, 2022 г.",907.0
Пазара,67623.0,75.0,(1760 лв./m2),3,2," Тухла, 2022 г.",902.0
Пазара,70300.0,74.0,(950 EUR/m2),3,2," Тухла, 2021 г.",950.0
Пазара,70600.0,70.0,(1009 EUR/m2),3,1," Тухла, 2022 г.",1009.0
Пазара,74283.0,78.0,(1859 лв./m2),3,4," Панел, 1978 г.",952.0
Пазара,74283.0,78.0,(1859 лв./m2),3,4, Панел,952.0
Пазара,79406.0,78.0,(1987 лв./m2),3,4," Панел, 1980 г.",1018.0
Пазара,79406.0,78.0,(1987 лв./m2),3,4," Панел, 1978 г.",1018.0
Пазара,79300.0,78.0,(1017 EUR/m2),3,4, Панел,1017.0
Пазара,86000.0,86.0,(1000 EUR/m2),3,4, Тухла,1000.0
Пазара,97285.0,90.0,(2110 лв./m2),3,1, Тухла,1081.0
Пазара,97145.0,90.0,(1079 EUR/m2),3,1, НЕ,1079.0
Пазара,98361.0,90.0,(2133 лв./m2),3,1, Тухла,1093.0
Пазара,98361.0,90.0,(2133 лв./m2),3,1, Тухла,1093.0
Пазара,153689.0,198.0,(1515 лв./m2),3,4, ДА,776.0
Пожарната,66598.0,60.0,(2167 лв./m2),3,1," Тухла, 2005 г.",1110.0
Пожарната,66598.0,60.0,(2167 лв./m2),3,1," Тухла, 2010 г.",1110.0
Пожарната,66598.0,60.0,(2167 лв./m2),3,1, Тухла,1110.0
Пожарната,66598.0,71.0,(1831 лв./m2),3,1," Тухла, 2005 г.",938.0
Пожарната,67600.0,60.0,(1127 EUR/m2),3,1," Тухла, 2008 г.",1127.0
Томбул джамия,53200.0,80.0,(665 EUR/m2),3,3," Тухла, 2017 г.",665.0
Томбул джамия,57505.0,88.0,(1276 лв./m2),3,4, ДА,653.0
Томбул джамия,61475.0,147.0,(816 лв./m2),3,1, ДА,418.0
Томбул джамия,77600.0,97.0,(800 EUR/m2),3,2," Тухла, 2021 г.",800.0
Томбул джамия,80322.0,97.0,(828 EUR/m2),3,2, НЕ,828.0
Тракия,43033.0,78.0,(1077 лв./m2),3,6, Панел,552.0
Тракия,43545.0,77.0,(1104 лв./m2),3,5, Панел,566.0
Тракия,56352.0,68.0,(1618 лв./m2),3,1, Тухла,829.0
Тракия,60600.0,80.0,(758 EUR/m2),3,4, НЕ,758.0
Тракия,61355.0,85.0,(722 EUR/m2),3,6, НЕ,722.0
Тракия,61475.0,90.0,(1333 лв./m2),3,3, Панел,683.0
Тракия,61475.0,95.0,(1263 лв./m2),3,1, Панел,647.0
Тракия,61475.0,86.0,(1395 лв./m2),3,1," Панел, 1985 г.",715.0
Тракия,61475.0,77.0,(1558 лв./m2),3,1, НЕ,798.0
Тракия,61475.0,86.0,(1395 лв./m2),3,1, Панел,715.0
Тракия,61475.0,86.0,(1395 лв./m2),3,1," Панел, 1985 г.",715.0
Тракия,61475.0,95.0,(1263 лв./m2),3,1," Панел, 1990 г.",647.0
Тракия,61500.0,95.0,(647 EUR/m2),3,1, ДА,647.0
Тракия,61988.0,81.0,(1494 лв./m2),3,6," Панел, 1979 г.",765.0
Тракия,62500.0,95.0,(1284 лв./m2),3,1," Панел, 1978 г.",658.0
Тракия,64037.0,86.0,(1453 лв./m2),3,8," Панел, 1975 г.",745.0
Тракия,65061.0,76.0,(1671 лв./m2),3,7, Панел,856.0
Тракия,65061.0,76.0,(1671 лв./m2),3,7, НЕ,856.0
Тракия,65061.0,86.0,(1477 лв./m2),3,8," Панел, 1975 г.",757.0
Тракия,65574.0,82.0,(1561 лв./m2),3,8," Панел, 1980 г.",800.0
Тракия,65574.0,86.0,(1488 лв./m2),3,8," Панел, 1975 г.",762.0
Тракия,66086.0,76.0,(1697 лв./m2),3,7, Панел,870.0
Тракия,66598.0,78.0,(1667 лв./m2),3,8," Панел, 1980 г.",854.0
Тракия,66598.0,83.0,(1566 лв./m2),3,11," ЕПК, 1980 г.",802.0
Тракия,66598.0,98.0,(1327 лв./m2),3,2," Тухла, 1970 г.",680.0
Тракия,68135.0,86.0,(1547 лв./m2),3,4, Тухла,792.0
Тракия,69160.0,78.0,(1731 лв./m2),3,7, Панел,887.0
Тракия,70697.0,94.0,(1468 лв./m2),3,3, ЕПК,752.0
Тракия,71721.0,78.0,(1795 лв./m2),3,3, ДА,920.0
Тракия,71721.0,82.0,(1707 лв./m2),3,2," Панел, 1980 г.",875.0
Тракия,74283.0,82.0,(1768 лв./m2),3,2," Тухла, 2021 г.",906.0
Тракия,74283.0,86.0,(1686 лв./m2),3,1, НЕ,864.0
Тракия,74795.0,80.0,(1825 лв./m2),3,1," Панел, 1985 г.",935.0
Тракия,75999.0,89.0,(854 EUR/m2),3,2, ДА,854.0
Тракия,76260.0,93.0,(820 EUR/m2),3,2," Тухла, 2022 г.",820.0
Тракия,76844.0,79.0,(1899 лв./m2),3,5, Тухла,973.0
Тракия,77869.0,62.0,(2452 лв./m2),3,1," Тухла, 1980 г.",1256.0
Херсон,100000.0,83.0,(1205 EUR/m2),3,6, ДА,1205.0
Център,52254.0,70.0,(1457 лв./m2),3,1," Тухла, 1970 г.",746.0
Център,64037.0,78.0,(1603 лв./m2),3,1, Тухла,821.0
Център,64037.0,72.0,(1736 лв./m2),3,1," Панел, 1992 г.",889.0
Център,68135.0,87.0,(1529 лв./m2),3,4, Тухла,783.0
Център,71619.0,100.0,(1398 лв./m2),3,12, НЕ,716.0
Център,71721.0,90.0,(1556 лв./m2),3,2," ЕПК, 1985 г.",797.0
Център,71721.0,90.0,(1556 лв./m2),3,2, ЕПК,797.0
Център,72746.0,77.0,(1844 лв./m2),3,2," Тухла, 2012 г.",945.0
Център,74283.0,93.0,(1559 лв./m2),3,8, ЕПК,799.0
Център,74283.0,93.0,(1559 лв./m2),3,8, ЕПК,799.0
Център,74283.0,84.0,(1726 лв./m2),3,1, Тухла,884.0
Център,76332.0,85.0,(1753 лв./m2),3,1, Тухла,898.0
Център,76844.0,88.0,(1705 лв./m2),3,3, Тухла,873.0
Център,76844.0,84.0,(1786 лв./m2),3,1, Тухла,915.0
Център,76844.0,84.0,(1786 лв./m2),3,1, Тухла,915.0
Център,76844.0,85.0,(1765 лв./m2),3,1," Тухла, 1980 г.",904.0
Център,76844.0,100.0,(1500 лв./m2),3,2," Тухла, 1968 г.",768.0
Център,76844.0,85.0,(1765 лв./m2),3,1," Тухла, 1980 г.",904.0
Център,76844.0,89.0,(1685 лв./m2),3,3," Тухла, 1985 г.",863.0
Център,78381.0,92.0,(1663 лв./m2),3,2, Тухла,852.0
Център,78381.0,93.0,(1645 лв./m2),3,2, Тухла,843.0
Център,78381.0,120.0,(1275 лв./m2),3,2, Тухла,653.0
Център,79406.0,98.0,(1582 лв./m2),3,6, Панел,810.0
Център,79406.0,98.0,(1582 лв./m2),3,6, Панел,810.0
Център,79406.0,98.0,(1582 лв./m2),3,6, Панел,810.0
Център,79406.0,98.0,(1582 лв./m2),3,6," Панел, 1990 г.",810.0
Център,79406.0,98.0,(1582 лв./m2),3,6," Панел, 1985 г.",810.0
Център,79918.0,126.0,(1238 лв./m2),3,5, ДА,634.0
Център,81800.0,78.0,(1049 EUR/m2),3,4, НЕ,1049.0
Център,83504.0,120.0,(1358 лв./m2),3,4," Тухла, 2008 г.",696.0
Център,84016.0,85.0,(1929 лв./m2),3,2, Тухла,988.0
Център,86066.0,86.0,(1953 лв./m2),3,4, Тухла,1001.0
Център,86066.0,86.0,(1953 лв./m2),3,4," Тухла, 2000 г.",1001.0
Център,86066.0,86.0,(1953 лв./m2),3,4," Тухла, 2003 г.",1001.0
Център,86066.0,86.0,(1953 лв./m2),3,4, Тухла,1001.0
Център,86066.0,86.0,(1953 лв./m2),3,4, Тухла,1001.0
Център,86066.0,86.0,(1953 лв./m2),3,4, Тухла,1001.0
Център,86066.0,86.0,(1953 лв./m2),3,4, Тухла,1001.0
Център,86066.0,86.0,(1953 лв./m2),3,4," Тухла, 2003 г.",1001.0
Център,86066.0,86.0,(1953 лв./m2),3,4, Тухла,1001.0
Център,86066.0,86.0,(1953 лв./m2),3,4, Тухла,1001.0
Център,87090.0,86.0,(1977 лв./m2),3,4," Тухла, 2003 г.",1013.0
Център,87090.0,86.0,(1977 лв./m2),3,4," Тухла, 2000 г.",1013.0
Център,88627.0,73.0,(2370 лв./m2),3,8, Панел,1214.0
Център,88627.0,90.0,(1922 лв./m2),3,8, ЕПК,985.0
Център,88627.0,90.0,(1922 лв./m2),3,8, ЕПК,985.0
Център,89139.0,90.0,(1933 лв./m2),3,8," ЕПК, 1980 г.",990.0
Център,89652.0,73.0,(2397 лв./m2),3,8," Панел, 1990 г.",1228.0
Център,91000.0,100.0,(910 EUR/m2),3,9, ЕПК,910.0
Център,92213.0,88.0,(2045 лв./m2),3,2, НЕ,1048.0
Център,92213.0,88.0,(2045 лв./m2),3,2," Тухла, 1970 г.",1048.0
Център,92213.0,87.0,(2069 лв./m2),3,2, Тухла,1060.0
Център,92100.0,73.0,(1262 EUR/m2),3,8," Панел, 1991 г.",1262.0
Център,93000.0,104.0,(894 EUR/m2),3,4, Тухла,894.0
Център,93500.0,123.0,(760 EUR/m2),3,2, ДА,760.0
Център,94775.0,120.0,(1542 лв./m2),3,4," Тухла, 2008 г.",790.0
Център,94775.0,89.0,(2079 лв./m2),3,2, Тухла,1065.0
Център,95000.0,115.0,(826 EUR/m2),3,4," Тухла, 2012 г.",826.0
Център,95000.0,120.0,(792 EUR/m2),3,4," Тухла, 2009 г.",792.0
Център,95000.0,115.0,(826 EUR/m2),3,4, Тухла,826.0
Център,100000.0,90.0,(1111 EUR/m2),3,3," Панел, 1980 г.",1111.0
Център,100000.0,100.0,(1000 EUR/m2),3,3, ДА,1000.0
Център,100000.0,100.0,(1000 EUR/m2),3,3," Панел, 1980 г.",1000.0
Център,100000.0,100.0,(1000 EUR/m2),3,3," Панел, 1991 г.",1000.0
Център,100000.0,100.0,(1000 EUR/m2),3,3, Панел,1000.0
Център,100410.0,80.0,(2450 лв./m2),3,3, Тухла,1255.0
Център,100922.0,82.0,(2402 лв./m2),3,4, Тухла,1231.0
Център,100922.0,78.0,(2526 лв./m2),3,3," Тухла, 1975 г.",1294.0
